TIMESTAMP,POWER
20120113 17:00,0.4009201682
20120113 18:00,0.4548093167
20120113 19:00,0.5893749326
20120113 20:00,0.5151414399
20120113 21:00,0.6034829805
20120113 22:00,0.4573793178
20120113 23:00,0.4329732936
20120114 0:00,0.4217138133
20120114 1:00,0.1797652852
20120114 2:00,0.0514179936
20120114 3:00,0.0841091262
20120114 4:00,0.1232881636
20120114 5:00,0.1191905395
20120114 6:00,0.127520578
20120114 7:00,0.1506865318
20120114 8:00,0.2652402861
20120114 9:00,0.3761816613
20120114 10:00,0.5347489307
20120114 11:00,0.492433773
20120114 12:00,0.5351892455
20120114 13:00,0.5537723303
20120114 14:00,0.6121185435
20120114 15:00,0.71459509
20120114 16:00,0.6440458646
20120114 17:00,0.5916663671
20120114 18:00,0.5428093886
20120114 19:00,0.5269580533
20120114 20:00,0.4161334963
20120114 21:00,0.4188562597
20120114 22:00,0.2941213472
20120114 23:00,0.2116656483
20120115 0:00,0.1518906581
20120115 1:00,0.1555389813
20120115 2:00,0.1153265519
20120115 3:00,0.1640577262
20120115 4:00,0.0419287589
20120115 5:00,0.0146472089
20120115 6:00,0.0112684663
20120115 7:00,0.0039268898
20120115 8:00,0.0087793393
20120115 9:00,0.0356565185
20120115 10:00,0.1009489235
20120115 11:00,0.2406725136
20120115 12:00,0.4671740771
20120115 13:00,0.4906185975
20120115 14:00,0.5693001689
20120115 15:00,0.516192804
20120115 16:00,0.4816235937
20120115 17:00,0.3650300133
20120115 18:00,0.282897811
20120115 19:00,0.2824754682
20120115 20:00,0.3121203407
20120115 21:00,0.3976852018
20120115 22:00,0.4930088782
20120115 23:00,0.4012436649
20120116 0:00,0.2582311923
20120116 1:00,0.2306620898
20120116 2:00,0.082985874
20120116 3:00,0.0533050573
20120116 4:00,0.0628032781
20120116 5:00,0.0226178067
20120116 6:00,0.0113762985
20120116 7:00,0.0026598613
20120116 8:00,0.0018690917
20120116 9:00,0
20120116 10:00,0
20120116 11:00,0.0249721433
20120116 12:00,0.2936271162
20120116 13:00,0.6545505194
20120116 14:00,0.7227094641
20120116 15:00,0.7179289026
20120116 16:00,0.7742083318
20120116 17:00,0.8714909601
20120116 18:00,0.9655476079
20120116 19:00,0.9673448115
20120116 20:00,0.9613691097
20120116 21:00,0.9340516157
20120116 22:00,0.921552065
20120116 23:00,0.8767927105
20120117 0:00,0.866395888
20120117 1:00,0.8334351749
20120117 2:00,0.7440422702
20120117 3:00,0.6406203947
20120117 4:00,0.5713220229
20120117 5:00,0.5605927177
20120117 6:00,0.5297437188
20120117 7:00,0.4830433845
20120117 8:00,0.4652780274
20120117 9:00,0.7223320513
20120117 10:00,0.2924679199
20120117 11:00,0.3482710902
20120117 12:00,0.1368570504
20120117 13:00,0.0575374717
20120117 14:00,0.1023597283
20120117 15:00,0.148808454
20120117 16:00,0.0376963445
20120117 17:00,0.0127871033
20120117 18:00,0.0001527623
20120117 19:00,0.0013748607
20120117 20:00,0
20120117 21:00,0.0033877287
20120117 22:00,0
20120117 23:00,0
20120118 0:00,0.0184842385
20120118 1:00,0.0048704216
20120118 2:00,0
20120118 3:00,0
20120118 4:00,0
20120118 5:00,0
20120118 6:00,0.0181697279
20120118 7:00,0.1817152511
20120118 8:00,0.533922217
20120118 9:00,0.493422235
20120118 10:00,0.2210560368
20120118 11:00,0.2762571439
20120118 12:00,0.2488767478
20120118 13:00,0.3118058301
20120118 14:00,0.2243179613
20120118 15:00,0.2736781568
20120118 16:00,0.3850149168
20120118 17:00,0.4125930053
20120118 18:00,0.4103285288
20120118 19:00,0.2816667266
20120118 20:00,0.3354839869
20120118 21:00,0.3366072391
20120118 22:00,0.2602620323
20120118 23:00,0.1929208152
20120119 0:00,0.21357967
20120119 1:00,0.0983250063
20120119 2:00,0.035944071
20120119 3:00,0.0395744222
20120119 4:00,0.0452356134
20120119 5:00,0.0483088315
20120119 6:00,0.0478864886
20120119 7:00,0.09005787
20120119 8:00,0.2029941411
20120119 9:00,0.2078645627
20120119 10:00,0.2620143057
20120119 11:00,0.3398961216
20120119 12:00,0.3318985658
20120119 13:00,0.3528180152
20120119 14:00,0.3615614104
20120119 15:00,0.3311617124
20120119 16:00,0.4402339959
20120119 17:00,0.4209230437
20120119 18:00,0.3889238345
20120119 19:00,0.4287588512
20120119 20:00,0.341612451
20120119 21:00,0.3341181122
20120119 22:00,0.3133604112
20120119 23:00,0.185219798
20120120 0:00,0.0469519428
20120120 1:00,0.0063800726
20120120 2:00,0
20120120 3:00,0.055659394
20120120 4:00,0.0033427986
20120120 5:00,0
20120120 6:00,0.1158297689
20120120 7:00,0.2050159951
20120120 8:00,0.1478918802
20120120 9:00,0.0925290248
20120120 10:00,0.062758348
20120120 11:00,0.1412242551
20120120 12:00,0.3940818087
20120120 13:00,0.3711944215
20120120 14:00,0.5034596168
20120120 15:00,0.3990331045
20120120 16:00,0.3552891701
20120120 17:00,0.6677689515
20120120 18:00,0.6728999677
20120120 19:00,0.7196003019
20120120 20:00,0.6357967003
20120120 21:00,0.5619765645
20120120 22:00,0.5158513353
20120120 23:00,0.593598361
20120121 0:00,0.4878868481
20120121 1:00,0.6508752381
20120121 2:00,0.5904352827
20120121 3:00,0.532394594
20120121 4:00,0.6271970813
20120121 5:00,0.5320800834
20120121 6:00,0.3208188059
20120121 7:00,0.1825329787
20120121 8:00,0.2150354049
20120121 9:00,0.2756101506
20120121 10:00,0.4056647856
20120121 11:00,0.4539197009
20120121 12:00,0.5079885698
20120121 13:00,0.5110168578
20120121 14:00,0.6063135761
20120121 15:00,0.5054365407
20120121 16:00,0.3478667194
20120121 17:00,0.3967057259
20120121 18:00,0.4469735092
20120121 19:00,0.4945365012
20120121 20:00,0.5764530391
20120121 21:00,0.4588889688
20120121 22:00,0.3983411811
20120121 23:00,0.3778171166
20120122 0:00,0.3531594838
20120122 1:00,0.4314456705
20120122 2:00,0.1575069192
20120122 3:00,0.0719510442
20120122 4:00,0.2556611912
20120122 5:00,0.6014970706
20120122 6:00,0.4409618633
20120122 7:00,0.0442022213
20120122 8:00,0.0793555228
20120122 9:00,0.6804661946
20120122 10:00,0.634610546
20120122 11:00,0.5844595809
20120122 12:00,0.2951816973
20120122 13:00,0.4183710147
20120122 14:00,0.5711512886
20120122 15:00,0.5229682614
20120122 16:00,0.7992523633
20120122 17:00,0.8850149168
20120122 18:00,0.8359692319
20120122 19:00,0.7549243377
20120122 20:00,0.4792782431
20120122 21:00,0.3369217498
20120122 22:00,0.1898116531
20120122 23:00,0.0808561878
20120123 0:00,0.1678767837
20120123 1:00,0.1688652457
20120123 2:00,0.0547877503
20120123 3:00,0.0686262176
20120123 4:00,0.0535566658
20120123 5:00,0.0453793897
20120123 6:00,0.0170644477
20120123 7:00,0.0497016642
20120123 8:00,0.3465547608
20120123 9:00,0.8753729197
20120123 10:00,0.526320046
20120123 11:00,0.3622802919
20120123 12:00,0.2605226268
20120123 13:00,0.1147424607
20120123 14:00,0.0656877898
20120123 15:00,0.1683170986
20120123 16:00,0.3807106143
20120123 17:00,0.5793465368
20120123 18:00,0.6251662413
20120123 19:00,0.4825850976
20120123 20:00,0.3409834298
20120123 21:00,0.2266004098
20120123 22:00,0.2569372057
20120123 23:00,0.1162071816
20120124 0:00,0
20120124 1:00,0.0079436397
20120124 2:00,0.0530264908
20120124 3:00,0.1440638367
20120124 4:00,0.1651809784
20120124 5:00,0.2597678013
20120124 6:00,0.3242334927
20120124 7:00,0.2681876999
20120124 8:00,0.3675730563
20120124 9:00,0.3868211064
20120124 10:00,0.3531055677
20120124 11:00,0.3621365156
20120124 12:00,0.3496010208
20120124 13:00,0.3482980482
20120124 14:00,0.5742784228
20120124 15:00,0.6042827361
20120124 16:00,0.7396211495
20120124 17:00,0.4268628015
20120124 18:00,0.195329068
20120124 19:00,0.2055102261
20120124 20:00,0.0831386363
20120124 21:00,0.0919269616
20120124 22:00,0.0074494087
20120124 23:00,0.0397900866
20120125 0:00,0.0750871644
20120125 1:00,0.3115811797
20120125 2:00,0.2466482154
20120125 3:00,0.3443531864
20120125 4:00,0.5409133388
20120125 5:00,0.6881312677
20120125 6:00,0.6507314618
20120125 7:00,0.6951852917
20120125 8:00,0.5196074907
20120125 9:00,0.6751644441
20120125 10:00,0.5305973905
20120125 11:00,0.5651396427
20120125 12:00,0.8753369757
20120125 13:00,0.8794076417
20120125 14:00,0.9091603465
20120125 15:00,0.9068419539
20120125 16:00,0.8788864527
20120125 17:00,0.7700747637
20120125 18:00,0.6325078178
20120125 19:00,0.64877251
20120125 20:00,0.6212213795
20120125 21:00,0.5019948959
20120125 22:00,0.4303044463
20120125 23:00,0.2991355451
20120126 0:00,0.3858955465
20120126 1:00,0.3351604903
20120126 2:00,0.2336364617
20120126 3:00,0.1738974156
20120126 4:00,0.2553916107
20120126 5:00,0.3620466554
20120126 6:00,0.4278243054
20120126 7:00,0.5824017828
20120126 8:00,0.7082329895
20120126 9:00,0.8054347435
20120126 10:00,0.8623881241
20120126 11:00,0.6811401459
20120126 12:00,0.6704647568
20120126 13:00,0.7160508249
20120126 14:00,0.9102386686
20120126 15:00,0.919557169
20120126 16:00,0.9393353941
20120126 17:00,0.9641817332
20120126 18:00,0.8900740448
20120126 19:00,0.682209482
20120126 20:00,0.6638420618
20120126 21:00,0.6142392437
20120126 22:00,0.5457028863
20120126 23:00,0.5649149923
20120127 0:00,0.4368372812
20120127 1:00,0.4175802451
20120127 2:00,0.4071474785
20120127 3:00,0.5321969016
20120127 4:00,0.6483591532
20120127 5:00,0.6988246289
20120127 6:00,0.7002444197
20120127 7:00,0.6552873728
20120127 8:00,0.8312605586
20120127 9:00,0.7289547464
20120127 10:00,0.4927752417
20120127 11:00,0.9332249021
20120127 12:00,0.9102386686
20120127 13:00,0.9587002624
20120127 14:00,0.987365659
20120127 15:00,0.9024208332
20120127 16:00,0.9532457496
20120127 17:00,0.8376855613
20120127 18:00,0.5289619352
20120127 19:00,0.3497717551
20120127 20:00,0.4847147838
20120127 21:00,0.6521512527
20120127 22:00,0.7434671651
20120127 23:00,0.8098199202
20120128 0:00,0.7289727185
20120128 1:00,0.7936361022
20120128 2:00,0.8308202437
20120128 3:00,0.8410103878
20120128 4:00,0.6262805075
20120128 5:00,0.594128536
20120128 6:00,0.6392742892
20120128 7:00,0.7097426405
20120128 8:00,0.9562470795
20120128 9:00,0.9787750261
20120128 10:00,0.9825761116
20120128 11:00,0.9469465512
20120128 12:00,0.987356673
20120128 13:00,0.9858739801
20120128 14:00,0.9937277596
20120128 15:00,0.9847237698
20120128 16:00,0.9459850473
20120128 17:00,0.9309154955
20120128 18:00,0.7159160347
20120128 19:00,0.8304158729
20120128 20:00,0.6794058445
20120128 21:00,0.8424481507
20120128 22:00,0.9148125517
20120128 23:00,0.7591747241
20120129 0:00,0.5863107005
20120129 1:00,0.3642482298
20120129 2:00,0.2199687287
20120129 3:00,0.0832015384
20120129 4:00,0.0515617699
20120129 5:00,0.0749344021
20120129 6:00,0.0284587182
20120129 7:00,0.0513730635
20120129 8:00,0.1089285072
20120129 9:00,0.2012418677
20120129 10:00,0.29555911
20120129 11:00,0.5015725531
20120129 12:00,0.6048218971
20120129 13:00,0.3882139391
20120129 14:00,0.5554347435
20120129 15:00,0.7973563136
20120129 16:00,0.5154289925
20120129 17:00,0.5287193127
20120129 18:00,0.7839401891
20120129 19:00,0.9093670249
20120129 20:00,0.9586643183
20120129 21:00,0.9759803745
20120129 22:00,0.9636425722
20120129 23:00,0.9489144891
20120130 0:00,0.9211117501
20120130 1:00,0.9148844398
20120130 2:00,0.9208870997
20120130 3:00,0.9228999677
20120130 4:00,0.9002192588
20120130 5:00,0.9022321268
20120130 6:00,0.8764781999
20120130 7:00,0.9349412314
20120130 8:00,0.9698339384
20120130 9:00,0.9589428849
20120130 10:00,0.9422288918
20120130 11:00,0.8295172711
20120130 12:00,0.6258312066
20120130 13:00,0.5639624744
20120130 14:00,0.4393982963
20120130 15:00,0.575904892
20120130 16:00,0.5635491176
20120130 17:00,0.6247349125
20120130 18:00,0.6370906869
20120130 19:00,0.5098936055
20120130 20:00,0.7422001366
20120130 21:00,0.5975252507
20120130 22:00,0.7278854103
20120130 23:00,0.8710955753
20120131 0:00,0.8057582402
20120131 1:00,0.6995075662
20120131 2:00,0.5568635204
20120131 3:00,0.4582060314
20120131 4:00,0.4649994608
20120131 5:00,0.469115057
20120131 6:00,0.4850113224
20120131 7:00,0.4920743323
20120131 8:00,0.5124456346
20120131 9:00,0.4933144028
20120131 10:00,0.5543025053
20120131 11:00,0.7608910535
20120131 12:00,0.8635023903
20120131 13:00,0.8258599619
20120131 14:00,0.8200460084
20120131 15:00,0.9186585673
20120131 16:00,0.922576471
20120131 17:00,0.9409528773
20120131 18:00,0.8526203228
20120131 19:00,0.7129147047
20120131 20:00,0.6797473132
20120131 21:00,0.6830092376
20120131 22:00,0.6155601883
20120131 23:00,0.5604669135
20120201 0:00,0.3314312929
20120201 1:00,0.1063135761
20120201 2:00,0.0419647029
20120201 3:00,0.0261762697
20120201 4:00,0.0688957981
20120201 5:00,0.0760935984
20120201 6:00,0.0603321232
20120201 7:00,0.2344541893
20120201 8:00,0.2162844614
20120201 9:00,0.2001276015
20120201 10:00,0.1908360591
20120201 11:00,0.1113906761
20120201 12:00,0.0710434564
20120201 13:00,0.229745516
20120201 14:00,0.394737788
20120201 15:00,0.3427536753
20120201 16:00,0.476231983
20120201 17:00,0.4626900543
20120201 18:00,0.5577261781
20120201 19:00,0.5029024837
20120201 20:00,0.5237051148
20120201 21:00,0.4784425434
20120201 22:00,0.3361399662
20120201 23:00,0.2518421336
20120202 0:00,0.235307861
20120202 1:00,0.378014809
20120202 2:00,0.5743143668
20120202 3:00,0.3554239603
20120202 4:00,0.1215898063
20120202 5:00,0.098375328
20120202 6:00,0.0459544948
20120202 7:00,0.0169296575
20120202 8:00,0.0187897631
20120202 9:00,0.0228154991
20120202 10:00,0.1092070738
20120202 11:00,0.4566694224
20120202 12:00,0.4890550304
20120202 13:00,0.3587218288
20120202 14:00,0.4257934654
20120202 15:00,0.5671974408
20120202 16:00,0.1835124546
20120202 17:00,0.0630099565
20120202 18:00,0.0802990547
20120202 19:00,0.1319956148
20120202 20:00,0.0924301786
20120202 21:00,0.1386093239
20120202 22:00,0.1177348046
20120202 23:00,0.0817278315
20120203 0:00,0.03743575
20120203 1:00,0
20120203 2:00,0
20120203 3:00,0.0319812372
20120203 4:00,0.1088656051
20120203 5:00,0.1197297006
20120203 6:00,0.1132867259
20120203 7:00,0.1894432263
20120203 8:00,0.239387513
20120203 9:00,0.2724201143
20120203 10:00,0.2896642824
20120203 11:00,0.1655853492
20120203 12:00,0.0386758204
20120203 13:00,0.0028036375
20120203 14:00,0
20120203 15:00,0.0007548255
20120203 16:00,0.0416951224
20120203 17:00,0.2338521261
20120203 18:00,0.2762211998
20120203 19:00,0.4775708997
20120203 20:00,0.6181122174
20120203 21:00,0.7694277704
20120203 22:00,0.9127367816
20120203 23:00,0.651324539
20120204 0:00,0.3413338845
20120204 1:00,0.4881564286
20120204 2:00,0.6485927896
20120204 3:00,0.7924319758
20120204 4:00,0.7909223249
20120204 5:00,0.7298713202
20120204 6:00,0.5151324539
20120204 7:00,0.4698608964
20120204 8:00,0.2141727472
20120204 9:00,0.0163545523
20120204 10:00,0.0011681823
20120204 11:00,0.0048883937
20120204 12:00,0.0419107868
20120204 13:00,0.5645196075
20120204 14:00,0.9042719528
20120204 15:00,0.8902807232
20120204 16:00,0.8993566011
20120204 17:00,0.8906311779
20120204 18:00,0.737877862
20120204 19:00,0.9388950793
20120204 20:00,0.9616656483
20120204 21:00,0.9683871895
20120204 22:00,0.9495255383
20120204 23:00,0.9491750836
20120205 0:00,0.9439721793
20120205 1:00,0.8513532943
20120205 2:00,0.9455716904
20120205 3:00,0.9423457101
20120205 4:00,0.9207882535
20120205 5:00,0.9162682865
20120205 6:00,0.9369810575
20120205 7:00,0.9636156141
20120205 8:00,0.9911577585
20120205 9:00,0.9943298228
20120205 10:00,0.9508374969
20120205 11:00,0.9409169333
20120205 12:00,0.9502084756
20120205 13:00,0.8991049926
20120205 14:00,0.7233205133
20120205 15:00,0.7578897236
20120205 16:00,0.5963930125
20120205 17:00,0.4471891736
20120205 18:00,0.391206283
20120205 19:00,0.3032780993
20120205 20:00,0.2975090759
20120205 21:00,0.2705689946
20120205 22:00,0.1259390389
20120205 23:00,0.1331548111
20120206 0:00,0.2517882175
20120206 1:00,0.3250691923
20120206 2:00,0.5270748715
20120206 3:00,0.4844452033
20120206 4:00,0.532376622
20120206 5:00,0.5857266094
20120206 6:00,0.6470292225
20120206 7:00,0.5449929909
20120206 8:00,0.5500521189
20120206 9:00,0.5021207002
20120206 10:00,0.6587200316
20120206 11:00,0.3889507926
20120206 12:00,0.463543726
20120206 13:00,0.3227328277
20120206 14:00,0.1560961144
20120206 15:00,0.2022033716
20120206 16:00,0.1980787894
20120206 17:00,0.0859872039
20120206 18:00,0.1424014234
20120206 19:00,0.1899284713
20120206 20:00,0.1470022645
20120206 21:00,0.1304140757
20120206 22:00,0.0519751267
20120206 23:00,0.0405538981
20120207 0:00,0.0385320441
20120207 1:00,0.0553718414
20120207 2:00,0.0654451673
20120207 3:00,0.1488713562
20120207 4:00,0.3149149923
20120207 5:00,0.3654883002
20120207 6:00,0.3771701233
20120207 7:00,0.3563944502
20120207 8:00,0.4669494267
20120207 9:00,0.574386255
20120207 10:00,0.5266974588
20120207 11:00,0.2755113044
20120207 12:00,0.2636138169
20120207 13:00,0.4447449768
20120207 14:00,0.3403184645
20120207 15:00,0.1436954099
20120207 16:00,0.1819488875
20120207 17:00,0.1935767945
20120207 18:00,0.1283832357
20120207 19:00,0.0966176629
20120207 20:00,0.1230095971
20120207 21:00,0.1774379066
20120207 22:00,0.1046871069
20120207 23:00,0.0765518853
20120208 0:00,0.1197566586
20120208 1:00,0.0533320154
20120208 2:00,0.008626577
20120208 3:00,0.003522519
20120208 4:00,0.0100823119
20120208 5:00,0.0329247691
20120208 6:00,0.0635850616
20120208 7:00,0.1019463714
20120208 8:00,0.1309442507
20120208 9:00,0.3320872722
20120208 10:00,0.5654721254
20120208 11:00,0.5719330721
20120208 12:00,0.3707361346
20120208 13:00,0.2824485101
20120208 14:00,0.2873099457
20120208 15:00,0.080981992
20120208 16:00,0
20120208 17:00,0
20120208 18:00,0.0017702455
20120208 19:00,0.0100373818
20120208 20:00,0.0428363466
20120208 21:00,0.0701897847
20120208 22:00,0.0337335107
20120208 23:00,0
20120209 0:00,0
20120209 1:00,0
20120209 2:00,0.00101542
20120209 3:00,0.0387566946
20120209 4:00,0.1033571762
20120209 5:00,0.1551885267
20120209 6:00,0.1896948348
20120209 7:00,0.2406814996
20120209 8:00,0.4012616369
20120209 9:00,0.3626846627
